Komisija,Padalinio pavadinimas,"Kategorija, kodas, taisyklių punktas",Pirkimo grupė,Pirkimo Nr.,Rašto  vizavimo data ,Vokų atplėšimo  data,"Sutarties, data ir Nr. arba PVM sąskaitos faktūros data ir Nr.",Laimėtojas,Laimėtojo nustatymo priežastis,Pirkimo suma 1 metams / įkainis   Lt,Pirkimo suma su sutarties pratęsimu Lt / galutinė suma 1 metams Lt,"Prekių, paslaugų, darbų pavadinimas",Tiekėjai,ŽAL,CPO,91 str.,Pastabos
MK,Naujininkų seniūnija,BVPŽ kodas 45236290-9,Darbai,342,2014-09-11,9/25/2014,2014-11-05 sutartis Nr.A62-132/14(3.10.21-AD4),"UAB ""Stebulė""",Mažiausia kaina,-,"19,979.52   ",Poilsio zonų remonto darbai,"UAB ""Stebulė""; UAB ""Trajana""; UAB ""Jumesa""",,,,
MK,Naujininkų seniūnija,BVPŽ kodas 39112000-0,Prekės,343,2014-09-11,12/23/2014,2014-12-19 Sąskaita-faktūra Nr. DE3567,"UAB ""Decoplast LT""",Mažiausia kaina,-,"2,995.00   ",Kėdės,"UAB ""Decoplast LT""; UAB ""Vamako""; UAB ""Vibaltpega""",,,,
MK,Naujininkų seniūnija,BVPŽ kodas 16310000-1,Prekės,344,2014-09-11,11/12/2014,2014-11-24 Sąskaita-faktūra Nr. UŽ017235,"UAB ""Vilniaus Lytagra""",Mažiausia kaina,-,699.00   ,Vėjapjovės arba šienapjovės,"UAB ""Vilniaus Lytagra""; UAB ""Topimeksas""; UAB ""ST Baltic""",,,,
MK,Naujininkų seniūnija,BVPŽ kodas 35125300-2,Prekės,345,2014-09-11,12/5/2014,2014-12-08 Sąskaita-faktūra Nr. VSSV0002443,"UAB ""VS sistemos""",Mažiausia kaina,-,"1,499.00   ",Apsaugos kameros,"UAB ""VS sistemos""; UAB ""LVG technologijos""; UAB ""Energijos taupymo centras""",,,,
MK,Naujininkų seniūnija,BVPŽ kodas 44411740-3,Prekės,346,2014-09-11,12/3/2014,2014-12-03 Sąskaita-faktūra Nr. ESAN2014/330,"UAB ""E-santechnika""",Mažiausia kaina,-,312.00   ,Biotualetas (nešiojamas),"UAB ""E-santechnika""; UAB ""Kamperių servisas""; UAB ""Bicolor""",,,,
MK,Naujininkų seniūnija,BVPŽ kodas 30232110-8,Prekės,347,2014-09-11,11/18/2014,2014-11-19 Sąskaita-faktūra Nr. EMJ0002684,"UAB ""Kilobaitas""",Mažiausia kaina,-,710.00   ,Lazeriniai spausdintuvai (Spausdintuvas (lazerinis) Užusienio bendruomenės poreikiams tenkinti,"UAB ""Kilobaitas""; UAB ""IT GAMA""; UAB ""Varle""",,,,
MK,Naujininkų seniūnija,BVPŽ kodas 45311200-2,Darbai,348,2014-09-11,9/25/2014,2014-11-05 sutartis Nr. A62-134/14(3.10.21-AD4),"UAB ""Stebulė""",Mažiausia kaina,-,"1,996.50   ",Elektros įrengimo darbai,"UAB ""Stebulė""; UAB ""Fedalona""; UAB ""Metalo sprendimai""",,,,
MK,Naujininkų seniūnija,BVPŽ kodas 45112700-2,Darbai,349,2014-09-11,9/25/2014,2014-11-05 sutartis Nr. A62-136/14(3.10.21-AD4),"UAB ""Trajana""",Mažiausia kaina,-,"9,428.32   ",Kraštovaizdžio darbai,"UAB ""Stebulė""; UAB ""Trajana""; UAB ""Gerbūvio darbai""",,,,
MK,Naujininkų seniūnija,BVPŽ kodas 45213316-1,Darbai,350,2014-09-11,9/26/2014,2014-11-05 sutartis Nr. A62-137/14(3.10.21-AD4),"UAB ""Trajana""",Mažiausia kaina,-,"11,192.50   ",Pėsčiųjų takų įrengimo darbai Salininkų parke,"UAB ""Vilniaus-Zunda""; UAB ""Trajana""; UAB ""Gerbūvio darbai""",,,,
MK,Naujininkų seniūnija,BVPŽ kodas 45212221-1,Darbai,351,2014-09-11,9/25/2014,2014-11-05 sutartis Nr. A62-133/14(3.10.21-AD4),"UAB ""Stebulė""",Mažiausia kaina,-,"19,971.05   ",Su sporto aikštelių statiniais susiję statybos darbai,"UAB ""Stebulė""; UAB Mažoji restauracija""; UAB ""Metalo sprendimai""",,,,
MK,Personalo departamentas,BVPŽ kodas 80522000-9,Paslaugos,352,2014-09-18,9/18/2014,2014-09-24 PVM sąskaita-faktūra Nr. MCD 00962,"VšĮ ""Valstybės ir savivaldybių tarnautojų mokymo centras ""Dainava""",Taisyklių 74.9 punktas,-,990.00   ,Seminaras seniūnams ir seniūnijų darbuotojams,"VšĮ ""Valstybės ir savivaldybių tarnautojų mokymo centras ""Dainava""",,,,
MK,Personalo departamentas,BVPŽ kodas 80522000-9,Paslaugos,353,2014-09-18,9/18/2014,2014-09-25 PVM sąskaita-faktūra Nr. ERA1248,"UAB ""Žinių era""",Taisyklių 74.9 punktas,-,"1,905.75   ","Statybos įstatymo ir jį įgyvendinančių teisės aktų pakeitimų apžvalga. Naaujovės, aktualijos, problematika","UAB ""Žinių era""",,,,
MK,Personalo departamentas,BVPŽ kodas 80522000-9,Paslaugos,354,2014-09-18,neįvyko,neįvyko,neįvyko,neįvyko,-,0.00   ,Nekilnojamo kultūros paveldo specialisto atestatai,neįvyko,,,,
MK,Personalo departamentas,BVPŽ kodas 80522000-9,Paslaugos,355,2014-09-18,9/18/2014,2014-09-30 PVM sąskaita-faktūra Nr. MRM00624,"UAB ""Marmelad""",Taisyklių 74.9 punktas,-,847.00   ,Atliekų tvarkymas,"UAB ""Marmelad""",,,,
MK,Personalo departamentas,BVPŽ kodas 22312000-0,Paslaugos,356,2014-09-18,9/18/2014,2014-10-06 sutartis Nr. A64-153/14(3.10.22-AD4),"UAB ""Kalba LT""",Taisyklių 74.9 punktas,-,"7,425.00   ",Anglų kalbos kursai,"UAB ""Kalba LT""",,,,
MK,Personalo departamentas,BVPŽ kodas 80522000-9,Paslaugos,357,2014-09-30,9/30/2014,2014-10-03 PVM sąskaita-faktūra Nr. CONFINN06372,"UAB ""Confinn""",Taisyklių 74.9 punktas,-,"1,350.00   ","Konferencija ""Darbo teisė""","UAB ""Confinn""",,,,
MK,Justiniškių seniūnija,BVPŽ kodas 92300000-4,Paslaugos,358,2014-10-02,9/30/2014,2014-10-21 sutartis Nr. A64-172/14(3.10.22-AD4),"MB ""Stiklo tiltai""",Mažiausia kaina,-,"12,027.40   ",Pramoginės paslaugos,"MB ""Stiklo tiltai""; VšĮ "" MB studija""; UAB ""Sporto vystymo grupė""",,,,
MK,Užsienio ryšių skyrius,BVPŽ kodas 22110000-4,Prekės,359,2014-10-06,10/31/2014,2014-10-30 PVM SF Nr. PAK0009302 (R. Paknio leidykla); 2014-10-29 SF Nr. FT3240 (K. Fedirka); 2014-10-30 SF Nr. MMC247 (VšĮ Modernaus meno centras); 2014-11-17 Nr. JMF00014,"VšĮ ""Modernaus Meno centras""; Kęstutis Fedirka; R. Paknio leidykla",Mažiausia kaina,-,"10,850.00   ",Spausdintos knygos,"VšĮ ""Modernaus Meno centras""; Kęstutis Fedirka; R. Paknio leidykla",,,,
MK,Užsienio ryšių skyrius,BVPŽ kodas 14820000-5,Prekės,360,2014-10-06,11/3/2014,2014-11-12 sutartis Nr. A68-45/14(3.10.23-AD4),Natalija Naumenko,Mažiausia kaina,-,"5,274.00   ",Stiklas,Natalija Naumenko,,,,
MK,Užsienio ryšių skyrius,BVPŽ kodas 22312000-0,Prekės,361,2014-10-06,9/18/2014,2014.10.09 PVM Sąskaita-faktūra Nr. MFRG01570,"UAB ""Metalo foma""",Mažiausia kaina,-,"11,997.00   ",Paveikslėliai,"UAB ""Metalo foma""",,,,
MK,Personalo departamentas,BVPŽ kodas 45330000-9,Darbai,362,2014-10-07,12/3/2014,2014-12-18 sutartis Nr. A62-151/14(3.10.21-AD4),"UAB ""Dussmann Service""",Mažiausia kaina,-,"3,998.67   ",Archyvo pastato ir katilinės priestato V. A. Graičiūno g. 20 vandentiekio remonto darbai,"UAB ""Arksija""; UAB ""Soleitas plius""; UAB ""Dussmann service""",,,,
MK,Personalo departamentas,BVPŽ kodas 80522000-9,Paslaugos,363,2014-10-07,10/7/2014,2014-11-27 PVM sąskaita-faktūra Nr. KTS2473,"MB ""Katsu""",Taisyklių 74.9 punktas,-,459.80   ,Mokesčių ir apskaitos naujovės bei 2014 m. finansinės atskaitomybės rengimas. Euro įvedimo įtaka buhalterijos darbui.,"MB ""Katsu""",,,,
MK,Personalo departamentas,BVPŽ kodas 80522000-9,Paslaugos,364,2014-10-08,10/8/2014,2014-10-08 PVM sąskaita-faktūra Nr. DPFK271,"VšĮ ""Demokratijos plėtros centras""",Taisyklių 74.9 punktas,-,"2,420.00   ",Lietuvos energetikos konferencija 2014,"VšĮ ""Demokratijos plėtros centras""",,,,
MK,Viršuliškių seniūnija,BVPŽ kodas 39150000-8,Prekės,365,2014-10-08,10/24/2014,2014-11-05 PVM sąskaita-faktūra Nr. SON002232,Stanislavo Česonio įmonė,Mažiausia kaina,-,"2,680.00   ",Įvairūs baldai bei įranga,"UAB ""Averto""; UAB ""Easy Fun""; Rentatent LT E",,,,
MK,Viršuliškių seniūnija,BVPŽ kodas 80522000-11,Paslaugos,366,2014-10-08,10/14/2014,2014-12-16 sutartis Nr. A64-217/14(3.10.22-AD4),"UAB ""Penkių kontinentų komunikacijų centras""",Mažiausia kaina,-,960.00   ,"IT paslaugos: konsultavimas, programinės įrangos kūrimas, internetas ir aptarnavimo paslaugos","UAB ""Penkių kontinentų komunikacijų centras""; UAB ""C-gates""; UAB ""TEO Lt""",,,,
MK,Viršuliškių seniūnija,BVPŽ kodas 80522000-12,Paslaugos,367,2014-10-08,10/9/2014,2014-10-17 sutartis Nr. A64-169/14(3.10.22-AD4),"UAB ""Želesa""",Mažiausia kaina,-,"3,744.00   ",Turistinių kelionių organizavimo paslaugos,"UAB ""Želesa""; UAB ""Kelvita""; UAB ""Kiveda""",,,,
MK,Pašilaičių seniūnija,BVPŽ kodas 45236290-9,Darbai,368,2014-10-15,10/23/2014,2014-11-07 sutartis Nr. A62-139/14(3.10.21-AD4),"UAB ""Stebulė""",Mažiausia kaina,-,"10,164.00   ",Suoliukų ir šiukšliadėžių remontas ir įrengimas,"UAB ""Stebulė""; UAB ""Metalo sprnedimai""; UAB Mažoji restauracija""",,,,
MK,Pašilaičių seniūnija,BVPŽ kodas 39515400-9,Prekės,369,2014-10-15,10/23/2014,2014-11-13 PVM sąskaita-faktūra Nr. EXV144877,"UAB ""Dextera""",Mažiausia kaina,-,203.50   ,Vertikalios žaliuzės,"UAB ""Dextera""; UAB ""Ardena""; UAB ""Ramvika""; V. Stropaus firma ""Lauresta""",,,,
MK,Socialinių išmokų skyrius,BVPŽ kodas 30232110-8,Prekės,370,2014-10-16,10/31/2014,2014-11-25 sutartis Nr. A68-47/14(3.10.23-AD4),"UAB ""Biznio mašinų kompanijų""",Mažiausia kaina,-,"22,825.85   ",Daugiafunkciniai spausdinimo aparatai,"UAB ""Biznio mašinų kompanijų""; UAB ""Office Equipment Solutions Baltia""",,CPO,,
MK,Turizmo skyrius,BVPŽ kodas 19200000-8,Prekės,371,2014-10-23,11/18/2014,2014-12-10 PVM sąskaita-faktūra Nr. AL141257,"UAB ""Aola""",Taisyklių 74.8 punktas,-,"6,050.00   ",Akinių servetėlės su Vilniaus logotipu,"UAB ""Aola""",,,,
MK,Turizmo skyrius,BVPŽ kodas 18530000-3,Prekės,372,2014-10-23,perkelti į 2015 m. ataskaitą,,,Taisyklių 74.8 punktas,-,,Vilniaus simbolio suvenyras,,,,,
MK,Turizmo skyrius,BVPŽ kodas 30192121-5,Prekės,373,2014-10-23,12/12/2014,2014-12-15 PVM sąskaita-faktūra NS1412 Nr. 07,"UAB ""Naujas Sostapilis""",Taisyklių 74.8 punktas,-,"6,000.00   ",Tušinukai su Vilniaus simboliu,"UAB ""Naujas Sostapilis""",,,,
MK,Turizmo skyrius,BVPŽ kodas 30234500-3,Prekės,374,2014-10-23,12/12/2014,2014-12-15 PVM sąskaita-faktūra AL1412 Nr. 80,"UAB ""Aola""",Taisyklių 74.8 punktas,-,"6,000.00   ",Atminties laikmenos su Vilniaus logotipu,"UAB ""Aola""",,,,
MK,Turizmo skyrius,BVPŽ kodas 18330000-1,Prekės,375,2014-10-23,11/25/2014,2014-11-25 PVM sąskaita-faktūra Nr. NS141113,"UAB ""Naujas Sostapilis""",Taisyklių 74.8 punktas,-,"5,975.00   ",Marškinėliai su Vilniaus logotipu,"UAB ""Naujas Sostapilis""",,,,
MK,Personalo departamentas,BVPŽ kodas 80522000-9,Paslaugos,376,2014-10-23,10/23/2014,2014-10-17 PVM sąskaita-faktūra Nr. IIF-0041,Lietuvos pramoninkų konfederacija,Taisyklių 74.9 punktas,-,963.16   ,Infrastruktūros investicijų forumas,Lietuvos pramoninkų konfederacija,,,,
MK,Personalo departamentas,BVPŽ kodas 80522000-9,Paslaugos,377,2014-10-28,10/28/2014,2014-10-30 PVM sąskaita-faktūra Nr. Žc11002348,"UAB ""Žinių centras""",Taisyklių 74.9 punktas,-,511.10   ,"Valstybės ir savivaldybių turto valdymo, naudojimo ir disponavimo juo galimybės, pokyčiai bei įpatumai","UAB ""Žinių centras""",,,,
MK,Užsienio ryšių skyrius,BVPŽ kodas 19000000-6,Prekės,378,2014-10-28,12/3/2014,2014-12-12 PVM sąskaita-faktūra Nr. VAD0007,"UAB ""Auster""",Mažiausia kaina,-,"5,495.97   ","Odos ir tekstilės gaminiai, plastiko ir gumos reikmenys","UAB ""Auster""",,,,
MK,Užsienio ryšių skyrius,BVPŽ kodas 44316400-2,Prekės,379,2014-10-28,12/4/2014,2014.12.08 PVM sąskaita-faktūra Nr. IWA05,Giedrius Cibulskis,Mažiausia kaina,-,"2,400.00   ",Metalo dirbiniai skirti svečiams dovanoti,Giedrius Cibulskis,,,,
MK,Turizmo skyrius,BVPŽ kodas 72315000-6,Paslaugos,380,2014-10-29,11/4/2014,2014.12.18 PVM sąskaita-faktūra Nr. WEB378,"UAB ""Lexita""",mažiausia kaina,-,900.00   ,Mobiliosios aplikacijos prieglobos paslauga,"UAB ""Lexita""; UB ""Finvida""; MB ""Permainų vėjas""",,,,
MK,Grigiškių seniūnija,BVPŽ kodas 92300000-4,Paslaugos,381,2014-10-29,11/5/2014,2014-11-20 sutartis Nr. A64-193/14(3.10.22-AD4),"UAB ""Lentvario komunalinis ūkis""",mažiausia kaina,-,"2,999.53   ",Kalėdinių renginių Grigiškėse organizavimas,"UAB ""Lentvario komunalinis ūkis""; UAB ""Elektrėnų švara""; UAB ""Sanginas""",,,,
MK,Grigiškių seniūnija,BVPŽ kodas 90512000-9,Paslaugos,382,2014-10-29,11/5/2014,2014-11-20 sutartis Nr. A64-192/14(3.10.22-AD4),"UAB ""Atliekų tvarkymo tarnyba""",mažiausia kaina,13.68,"2,099.99   ",Komunalinių atliekų išvežimas,"UAB ""Atliekų tvarkymo tarnyba""; UAB ""VSA Vilnius""; UAB ""Ecoservice""",,,,
MK,Antakalnio seniūnija,BVPŽ kodas 45212221-1,Darbai,383,2014-10-29,11/12/2014,2014-12-04 sutartis Nr. A62-146/14(3.10.21-AD4),"UAB ""Fabregas""",Mažiausia kaina,-,"19,987.89   ",Sporto komplekso su danga įrengimas ir remontas,"UAB ""Fabregas""; UAB ""Naujieji ženklai""; UAB ""Ugna""",,,,
MK,Antakalnio seniūnija,BVPŽ kodas 45236290-9,Darbai,384,2014-10-29,11/25/2014,2014-12-18 sutartis Nr. A62-152/14(3.10.21-AD4),"UAB ""Fabregas""",Mažiausia kaina,-,"4,000.00   ",Suoliukų įrengimas ir remontas,"UAB ""Fabregas""; UAB ""Naujieji ženklai""; UAB ""Ugna""",,,,
MK,Žvėryno seniūnija,BVPŽ kodas 45111290-7,Darbai,385,2014-10-29,Nebus vykdomas,Nebus vykdomas,Nebus vykdomas,Mažiausia kaina,-,0.00   ,"Projekto ""Karalių slėnis"" pirminiai paslaugų darbai",Nebus vykdomas,,,,
MK,Miesto plėtros departamentas,BVPŽ kodas 71241000-9,Paslaugos,386,2014-10-29,11/12/2014,2014-11-27 sutartis Nr. A121-26103/14(2.19.19-MP),"MB ""Pupa-strateginė urbanistika""",Mažiausia kaina,-,"5,175.00   ","Galimybių studijos, konsultavimo paslaugos, analizė (Re-Block)","MB ""Pupa strateginė urbanistika""; MB ""Martyno Marozo architektūra ir planavimas'; UAB ""Kopola""",,,,
MK,Aprūpinimo ir transporto skyrius,BVPŽ kodas 85140000-2,Paslaugos,387,2014-10-29,"perkelti į 2015 m. ataskaitą, kadangi sąskaita bus išrašyta tik 2015 m.",,,,,,Vairuotojų sveikatos tikrinimo paslaugos,,,,,
MK,Antakalnio seniūnija,BVPŽ kodas 79821100-6,Paslaugos,388,11/4/2014,12/11/2014,2014-12-19 PVM sąskaita - faktūra Nr. DZ201404,"VšĮ ""Degantis žmogus""",Mažiausia kaina,-,"8,000.00   ",Grafinio dizaino paslaugos,"VšĮ ""Degantis žmogus""; UAB ""Ciklonas""; UAB ""AD Diem""",,,,
MK,E. miesto departamentas,BVPŽ kodas 22200000-2 ,Prekės,389,11/4/2014,12/17/2014,2014-12-19 sutartis Nr. A68-53/14(3.10.23-AD4),"AB ""Lietuvos paštas""",Mažiausia kaina,-,"34,802.53   ",Vilniaus miesto savivaldybės administracijos laikraščių ir žurnalų prenumerata 2015 metams,"AB ""Lietuvos paštas""",,,,
MK,E. miesto departamentas,BVPŽ kodas 72260000-5,Paslaugos,390,11/4/2014,12/11/2014,perkelti į 2015 m. ataskaitą,"UAB ""ES4B""",Mažiausia kaina,Eur,"2,856.09   ",Mobiliosios aplikacijos pirkimas,"UAB ""ES4B""; UAB ""Macmanus""; UAB ""Reklamos vizija""",,,,
MK,Antakalnio seniūnija,BVPŽ kodas 37310000-4,Prekės,391,11/4/2014,12/3/2014,2014-12-09 pirkimo-pardavimo kvitas Nr. 4,Kanklių meistras Alfredas Lučinskas,Mažiausia kaina,-,"1,500.00   ",Muzikos instrumentai,"Kanklių meistras Alfredas Lučinskas; UAB ""Tamsta""; Tautodailininkas Jonas Bugailiškis",,,,
MK,Antakalnio seniūnija,BVPŽ kodas 45212221-1,Darbai,392,11/4/2014,11/18/2014,2014-12-12 sutartis Nr. A62-148/14(3.10.21-AD4),"MB ""Verslo natos""",Mažiausia kaina,-,"5,995.99   ",Parko teritorijoje stalo teniso su priedais įrengimas,"MB ""Verslo natos""; UAB ""DS METAL""; MB ""Verslo natos""",,,,
MK,Antakalnio seniūnija,BVPŽ kodas 79821100-6,Paslaugos,393,11/4/2014,12/11/2014,2014-12-19 PVM sąskaita - faktūra Nr. DZ201405,"VšĮ ""Degantis žmogus""",Mažiausia kaina,-,"8,000.00   ",Korektūros paslaugos,"VšĮ ""Degantis žmogus""; UAB ""Ciklonas""; UAB ""AD Diem""",,,,
MK,Viršuliškių seniūnija,BVPŽ kodas 92622000-7,Paslaugos,394,11/6/2014,12/2/2014,2014-12-30 sutartis Nr. A64-226/14(3.10.22-AD4),"Vilniaus veteranų sporto klubas ""Poseidonas""",Mažiausia kaina,-,"5,190.90   ",Sporto renginių organizavimo paslaugos,"Vilniaus veteranų sporto klubas ""Poseidonas"";VšĮ ""Vilniaus senamiesčio teatras""; VšĮ ""Mes jėga""",,,,
MK,Senamiesčio seniūnija,BVPŽ kodas 45212140-9,Darbai,395,11/7/2014,11/11/2014,2014-11-20 sutartis Nr. A62-144/14(3.10.21-AD4),"UAB ""Patikimas turtas""",Mažiausia kaina,-,"3,800.00   ",Baltstogės g. treniruoklių aikštelės praplėtimas,"UAB ""Patikimas turtas""; UAB ""KSIL pasaulis""; UAB ""Plasterna""",,,,
MK,Panerių seniūnija,BVPŽ kodas 45421140-7,Darbai,396,11/10/2014,11/11/2014,2014-11-17 sutartis Nr. A62-140/14(3.10.21-AD4),"UAB ""Stebulė""",Mažiausia kaina,-,"18,876.00   ",Informacinių stendų remonto darbai,"UAB ""Stebulė""; UAB ""Mažoji restauracija""; UAB ""Metalo sprendimai""",,,,
MK,"Švietimo, kultūros ir sporto departamentas Kultūros skyrius",BVPŽ kodas 73210000-7,Paslaugos,397,11/10/2014,11/11/2014,2014-11-25 PVM sąskaita faktūra Nr. EM141125,"UAB ""Emsa""",Mažiausia kaina,-,"7,000.00   ",Cross Innovation projekto Vilniaus savivaldybės Vietinio įgyvendinimo plano parengimo ekspertas,"Ateities visuomenės institutas; UAB ""Emsa""; UAB ""Invictus group""",,,,
MK,"Švietimo, kultūros ir sporto departamentas Kultūros skyrius",BVPŽ kodas 73210000-7,Paslaugos,398,11/10/2014,11/11/2014,2014-11-28 PVM sąskaita faktūra Nr. BA41128,"UAB ""Baltijos auditas""",Mažiausia kaina,-,"9,500.00   ",Mokslinių tyrimų konsultacinės paslaugos,"UAB ""Baltijos auditas""; VšĮ ""Beepart"" UAB ""Viešųjų ryšių partneriai""",,,,
MK,Personalo departamentas,BVPŽ kodas 80522000-9,Paslaugos,399,11/10/2014,11/10/2014,2014-11-13 PVM sąskaita faktūra Nr. PRO00262,"VšĮ ""Pro Partners""",Mažiausia kaina,-,605.00   ,"Rangos sutartys ir jose dažniausiai daromos klaidos, ko reikia vengti","VšĮ ""Pro Partners""",,,,
MK,Personalo departamentas,BVPŽ kodas 80522000-9,Paslaugos,400,11/10/2014,11/10/2014,2014-11-14 PVM sąskaita faktūra Nr. ADA6059,Administracijos darbuotojų asociacija,Taisyklių 74.9 punktas,-,484.50   ,"Viešieji pirkimai praktikams, naujovės, aktualijos, pasikeitimai ir tendencijos",Administracijos darbuotojų asociacija,,,,
MK,Saugaus miesto departamentas Civilinės saugos skyrius,BVPŽ kodas 03413000-8,Prekės,401,11/13/2014,11/26/2014,2014-12-09 prekių pirkimo-pardavimo kvitas Nr. 1,Nelijus Pinelis (Verslo liudijimo numeris RA663596-1),Mažiausia kaina,-,"1,100.00   ",Kurui skirta mediena,"Nelijus Pinelis (Verslo liudijimo numeris RA663596-1); I.Į. Artūro malkos""; UAB ""malkine"";UAB ""Malkinukas""",,,,
MK,Personalo departamentas,BVPŽ kodas 80522000-9,Paslaugos,402,11/18/2014,11/18/2014,2014-12-12 PVM sąskaita faktūra Nr. KTS3398,"UAB ""Katsu""",Taisyklių 74.9 punktas,-,227.48   ,Darbuotojų saugos ir sveikatos reglamentavimas 2014-2015 m.: naujausi teisės aktai ir teisminė praktika ,"MB ""Katsu""",,,,
MK,Personalo departamentas,BVPŽ kodas 80522000-9,Paslaugos,403,11/18/2014,11/18/2014,2014-11-28 PVM sąskaita faktūra Nr. FEDA140101234,Vilniaus universiteto Teisės fakulteto mokymo centras,Taisyklių 74.9 punktas,-,660.00   ,"Įmonių teisė: status quo, iššūkiai ir perspektyvos",Vilniaus universiteto Teisės fakulteto mokymo centras,,,,
MK,Personalo departamentas,BVPŽ kodas 80522000-9,Paslaugos,404,11/18/2014,11/18/2014,2014-12-12 PVM sąskaita faktūra Nr. MCV014481,Finansų ministerijos mokymo centras,Taisyklių 74.9 punktas,-,192.00   ,Vidaus audito svarba ir vaidmuo organizacijoje,Finansų ministerijos mokymo centras,,,,
MK,Personalo departamentas,BVPŽ kodas 80522000-9,Paslaugos,405,11/18/2014,11/18/2014,2014-11-27 PVM sąskaita faktūra Nr. LL1329,Kalbos ir kultūros institutas Lingua Lituanica,Taisyklių 74.9 punktas,-,300.00   ,Praktiniai lietuvių kalbos redagavimo kursai,Kalbos ir kultūros institutas Lingua Lituanica,,,,
MK,Aplinkos ir energetikos departamentas Būsto renovavimo skyrius,BVPŽ kodas 71241000-9,Paslaugos,406,11/19/2014,12/15/2014,perkelti į 2015 m. ataskaitą,"UAB ""Miesto renovacija""",Taisyklių 74.2 punktas,Eur,183.98   ,"Rinktinės g. 15 (1A9B, 2A9B, 3A9B, 4A9B) daugiabučio namo investicijų plano parengimas (korektūra)","UAB ""Miesto renovacija""",,,,
MK,Aplinkos ir energetikos departamentas Būsto renovavimo skyrius,BVPŽ kodas 71241000-9,Paslaugos,407,11/19/2014,12/15/2014,perkelti į 2015 m. ataskaitą,"UAB ""Miesto renovacija""",Taisyklių 74.2 punktas,Eur,183.98   ,Liepyno g. 16 daugiabučio namo investicijų plano parengimas (korektūra),"UAB ""Miesto renovacija""",,,,
MK,Aplinkos ir energetikos departamentas Būsto renovavimo skyrius,BVPŽ kodas 71241000-9,Paslaugos,408,11/19/2014,12/15/2014,perkelti į 2015 m. ataskaitą,"UAB ""Miesto renovacija""",Taisyklių 74.2 punktas,Eur,183.98   ,Gerosis Vilties g. 18 daugiabučio namo investicijų plano parengimas (korektūra),"UAB ""Miesto renovacija""",,,,
MK,Aprūpinimo ir transporto skyrius,BVPŽ kodas 45311000-0,Darbai,409,11/20/2014,12/2/2014,2014-12-10 sutartis Nr. A62-147/14(3.10.21-AD4),"UAB ""Faktora""",Mažiausia kaina,-,"18,526.30   ",Elektros energijos tiekimo linijos įrengimi darbai,"UAB ""Faktora""; UAB ""Solus Lupus""; ""Sauginta""",,,,
MK,Rasų seniūnija,BVPŽ kodas 79952000-2,Paslaugos,410,11/24/2014,12/2/2014,2014-12-11 sutartis Nr. A64-210/14(3.10.22-AD4),"VšĮ ""Mes jėga""",Mažiausia kaina,-,"9,795.00   ",Šv. Kalėdų renginio techninis aprūpinimas ir apšvietimas,"VšĮ ""Mes jėga""; UAB ""Tamsta""; Asociacija ""Funny Beat""",,,,
MK,Civilinės saugos skyrius,BVPŽ kodas 22458000-5,Prekės,411,11/24/2014,12/8/2014,2014.12.08 sąskaita-faktūra NR. VL16918,"UAB ""Valdo leidykla""",Mažiausia kaina,,"3,526.55   ",Plakatai,"UAB ""Saulės spektras""; UAB ""Reklamos dizainas""; UAB ""Valdo leidykla""; UAB ""Ramduva""; UAB ""Tandemas""",,,,
MK,Personalo departamentas,BVPŽ kodas 39715100-8,Prekės,412,11/24/2014,12/8/2014,2014-12-10 PVM sąskaita faktūra Nr. LVA0013646,"UAB ""Linvista""",Mažiausia kaina,-,256.62   ,Vandens šildytuvas (15l),"UAB ""Linvista""; UAB ""Gedaleksas""; UAB ""Mikludava""",,,,
MK,Justiniškių seniūnija,BVPŽ kodas 79952000-5,Prekės,413,11/24/2014,12/19/2014,2014-12-19 sutartis Nr. A68-52/14(3.10.23-AD4),"UAB ""BAIP""",Mažiausia kaina,-,"4,089.80   ",Nešiojamieji kompiuteriai,"UAB ""BAIP""",,CPO,,
MK,Justiniškių seniūnija,BVPŽ kodas 39130000-2 ,Prekės,414,11/24/2014,12/22/2014,2014-12-22 PVM sąskaita faktūra Nr. PS00006252,"UAB ""Vildika""",Mažiausia kaina,-,"2,499.86   ",Biuro baldai (Įvairūs įrenginiai),"UAB ""Vildika""",,,,
MK,Verkių seniūnija,BVPŽ kodas 15842000-2,Prekės,415,11/25/2014,11/27/2014,2014.12.10 sąskaita-faktūra Nr. SVI068022,"UAB ""Sakalas""",Mažiausia kaina,-,"5,351.35   ",Verkių seniūnijos kalėdinės dovanėlės ir saldumynai,"UAB ""Sakalas""; UAB ""Maxima LT""; UAB ""Palink""",,,,
MK,Aprūpinimo ir transporto skyrius,BVPŽ kodas 45421141-4,Darbai,416,11/25/2014,12/12/2014,2014-12-19 sutartis Nr. A62-155/14(3.10.21-AD4),"UAB ""Stiklita Vilnius""",Mažiausia kaina,-,"19,950.00   ",Modulinių pertvarų montavimas,"""Glassway OU""; UAB ""Stiklita Vilnius""; UAB ""VSVGlass""",,,,
MK,Aplinkos ir energetikos departamentas Būsto renovavimo skyrius,BVPŽ kodas 71241000-9,Paslaugos,417,11/25/2014,12/15/2014,perkelti į 2015 m. ataskaitą,"UAB ""Miesto renovacija""",Taisyklių 74.2 punktas,eur,183.98   ,Didlaukio g. 36 daugiabučio namo investicijų plano parengimas (korektūra),"UAB ""Miesto renovacija""",,,,
